service_id,date,exception_type
424,20220801,2
428,20220701,2
434,20220930,2
434,20221111,2
437,20220905,2
437,20221010,2
438,20220930,1
425,20220701,1
429,20220801,1
430,20220905,1
439,20221010,1
440,20221111,1
