feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version
Strategic Mapping Inc.,http://www.mapstrat.com,en,20220627,20221204,75ccd693-8462-48ef-8bca-ff194d23f5d2
